target_entity_code,target_entity_type,target_entity_label,property,property_label,class,class_label,Gini,proportion,objects_number,facts_number,Gini_times_proportion,gini_calculation_method,time_to_get_result,sampling,queries_number,percentage,queries_number_per_record,rankk
http://dbpedia.org/resource/Academic,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.8731606217616581,0.864407,306,4519,0.7547659611838061,model,0.04443988005320231,0,284,100,4,1
http://dbpedia.org/resource/Academic,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://dbpedia.org/class/yago/YagoLegalActorGeo,NULL,0.789299046038988,0.717514,254,2157,0.5663332138245847,model,0.04443988005320231,0,284,100,4,2
http://dbpedia.org/resource/Academic,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://dbpedia.org/class/yago/PhysicalEntity100001930,NULL,0.8411854103343465,0.590395,209,2423,0.49663206429344187,model,0.04443988005320231,0,284,100,4,3
http://dbpedia.org/resource/Academic,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://dbpedia.org/class/yago/Object100002684,NULL,0.8405188859214039,0.590395,209,2412,0.4962385512925803,model,0.04443988005320231,0,284,100,4,4
http://dbpedia.org/resource/Academic,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://dbpedia.org/class/yago/Whole100003553,NULL,0.8375209380234506,0.548023,194,2194,0.45898040106369886,model,0.04443988005320231,0,284,100,4,5
http://dbpedia.org/resource/Academic,occupations,NULL,http://dbpedia.org/ontology/author,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.683168316831683,0.0451977,16,85,0.03087766403759019,model,0.04443988005320231,0,284,100,4,6
http://dbpedia.org/resource/Academic,occupations,NULL,http://dbpedia.org/ontology/author,NULL,http://schema.org/CreativeWork,NULL,0.683168316831683,0.0451977,16,85,0.03087766403759019,model,0.04443988005320231,0,284,100,4,7
http://dbpedia.org/resource/Academic,occupations,NULL,http://dbpedia.org/ontology/author,NULL,http://dbpedia.org/ontology/Work,NULL,0.683168316831683,0.0451977,16,85,0.03087766403759019,model,0.04443988005320231,0,284,100,4,8
http://dbpedia.org/resource/Academic,occupations,NULL,http://dbpedia.org/ontology/author,NULL,http://www.wikidata.org/entity/Q386724,NULL,0.683168316831683,0.0451977,16,85,0.03087766403759019,model,0.04443988005320231,0,284,100,4,9
http://dbpedia.org/resource/Academic,occupations,NULL,http://dbpedia.org/ontology/author,NULL,http://dbpedia.org/ontology/WrittenWork,NULL,0.6808510638297872,0.0423729,15,79,0.028849621348719795,model,0.04443988005320231,0,284,100,4,10
http://dbpedia.org/resource/Academic,occupations,NULL,http://dbpedia.org/property/author,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.7173913043478258,0.0367232,13,79,0.026344878408253492,model,0.04443988005320231,0,284,100,4,11
http://dbpedia.org/resource/Academic,occupations,NULL,http://dbpedia.org/property/author,NULL,http://www.wikidata.org/entity/Q234460,NULL,0.7142857142857141,0.0338983,12,72,0.02421307506053268,model,0.04443988005320231,0,284,100,4,12
http://dbpedia.org/resource/Academic,occupations,NULL,http://dbpedia.org/property/author,NULL,http://dbpedia.org/ontology/Work,NULL,0.7142857142857141,0.0338983,12,72,0.02421307506053268,model,0.04443988005320231,0,284,100,4,13
http://dbpedia.org/resource/Academic,occupations,NULL,http://dbpedia.org/property/author,NULL,http://dbpedia.org/ontology/WrittenWork,NULL,0.7142857142857141,0.0338983,12,72,0.02421307506053268,model,0.04443988005320231,0,284,100,4,14
http://dbpedia.org/resource/Academic,occupations,NULL,http://dbpedia.org/property/author,NULL,http://schema.org/CreativeWork,NULL,0.7142857142857141,0.0338983,12,72,0.02421307506053268,model,0.04443988005320231,0,284,100,4,15
http://dbpedia.org/resource/Academic,occupations,NULL,http://dbpedia.org/property/predecessor,NULL,http://dbpedia.org/ontology/Person,NULL,0.15000000000000005,0.0960452,34,46,0.014406779661016954,model,0.04443988005320231,0,284,100,4,16
http://dbpedia.org/resource/Academic,occupations,NULL,http://dbpedia.org/property/predecessor,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.15000000000000005,0.0960452,34,46,0.014406779661016954,model,0.04443988005320231,0,284,100,4,17
http://dbpedia.org/resource/Academic,occupations,NULL,http://dbpedia.org/property/predecessor,NULL,http://dbpedia.org/ontology/Animal,NULL,0.13924050632911392,0.0960452,34,45,0.013373381963813201,model,0.04443988005320231,0,284,100,4,18
http://dbpedia.org/resource/Academic,occupations,NULL,http://dbpedia.org/property/predecessor,NULL,http://schema.org/Person,NULL,0.13924050632911392,0.0960452,34,45,0.013373381963813201,model,0.04443988005320231,0,284,100,4,19
http://dbpedia.org/resource/Academic,occupations,NULL,http://dbpedia.org/property/predecessor,NULL,http://www.wikidata.org/entity/Q19088,NULL,0.13924050632911392,0.0960452,34,45,0.013373381963813201,model,0.04443988005320231,0,284,100,4,20
http://dbpedia.org/resource/Activist,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.8936725375081545,0.881081,326,5806,0.7873979654801577,model,0.0754417618115743,0,297,100,4,1
http://dbpedia.org/resource/Activist,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://dbpedia.org/class/yago/YagoLegalActorGeo,NULL,0.7971461627458546,0.710811,263,2330,0.5666201102761074,model,0.0754417618115743,0,297,100,4,2
http://dbpedia.org/resource/Activist,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://dbpedia.org/class/yago/PhysicalEntity100001930,NULL,0.8176617804790848,0.689189,255,2542,0.5635236595193692,model,0.0754417618115743,0,297,100,4,3
http://dbpedia.org/resource/Activist,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://dbpedia.org/class/yago/Object100002684,NULL,0.8172697957721247,0.689189,255,2536,0.5632535078970048,model,0.0754417618115743,0,297,100,4,4
http://dbpedia.org/resource/Activist,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://dbpedia.org/class/yago/Whole100003553,NULL,0.8164138467522368,0.637838,236,2335,0.5207396427933186,model,0.0754417618115743,0,297,100,4,5
http://dbpedia.org/resource/Activist,occupations,NULL,http://dbpedia.org/ontology/starring,NULL,http://schema.org/CreativeWork,NULL,0.5906432748538013,0.0945946,35,136,0.05587166113481905,model,0.0754417618115743,0,297,100,4,6
http://dbpedia.org/resource/Activist,occupations,NULL,http://dbpedia.org/ontology/starring,NULL,http://www.wikidata.org/entity/Q386724,NULL,0.5906432748538013,0.0945946,35,136,0.05587166113481905,model,0.0754417618115743,0,297,100,4,7
http://dbpedia.org/resource/Activist,occupations,NULL,http://dbpedia.org/ontology/starring,NULL,http://dbpedia.org/ontology/Work,NULL,0.5906432748538013,0.0945946,35,136,0.05587166113481905,model,0.0754417618115743,0,297,100,4,8
http://dbpedia.org/resource/Activist,occupations,NULL,http://dbpedia.org/ontology/starring,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.5906432748538013,0.0945946,35,136,0.05587166113481905,model,0.0754417618115743,0,297,100,4,9
http://dbpedia.org/resource/Activist,occupations,NULL,http://dbpedia.org/ontology/starring,NULL,http://dbpedia.org/ontology/Film,NULL,0.5639097744360902,0.0783784,29,104,0.044198333672017885,model,0.0754417618115743,0,297,100,4,10
http://dbpedia.org/resource/Activist,occupations,NULL,http://dbpedia.org/property/starring,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.5396825396825395,0.0783784,29,97,0.04229944229944229,model,0.0754417618115743,0,297,100,4,11
http://dbpedia.org/resource/Activist,occupations,NULL,http://dbpedia.org/property/starring,NULL,http://dbpedia.org/ontology/Work,NULL,0.5360000000000001,0.0783784,29,96,0.042010810810810824,model,0.0754417618115743,0,297,100,4,12
http://dbpedia.org/resource/Activist,occupations,NULL,http://dbpedia.org/property/starring,NULL,http://www.wikidata.org/entity/Q386724,NULL,0.5360000000000001,0.0783784,29,96,0.042010810810810824,model,0.0754417618115743,0,297,100,4,13
http://dbpedia.org/resource/Activist,occupations,NULL,http://dbpedia.org/property/starring,NULL,http://schema.org/CreativeWork,NULL,0.5360000000000001,0.0783784,29,96,0.042010810810810824,model,0.0754417618115743,0,297,100,4,14
http://dbpedia.org/resource/Activist,occupations,NULL,http://dbpedia.org/property/starring,NULL,http://dbpedia.org/ontology/Film,NULL,0.5151515151515151,0.0648649,24,75,0.03341523341523342,model,0.0754417618115743,0,297,100,4,15
http://dbpedia.org/resource/Activist,occupations,NULL,http://dbpedia.org/ontology/writer,NULL,http://dbpedia.org/ontology/Work,NULL,0.45454545454545453,0.0567568,21,56,0.0257985257985258,model,0.0754417618115743,0,297,100,4,16
http://dbpedia.org/resource/Activist,occupations,NULL,http://dbpedia.org/ontology/writer,NULL,http://www.wikidata.org/entity/Q386724,NULL,0.45454545454545453,0.0567568,21,56,0.0257985257985258,model,0.0754417618115743,0,297,100,4,17
http://dbpedia.org/resource/Activist,occupations,NULL,http://dbpedia.org/ontology/writer,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.45454545454545453,0.0567568,21,56,0.0257985257985258,model,0.0754417618115743,0,297,100,4,18
http://dbpedia.org/resource/Activist,occupations,NULL,http://dbpedia.org/ontology/writer,NULL,http://schema.org/CreativeWork,NULL,0.45454545454545453,0.0567568,21,56,0.0257985257985258,model,0.0754417618115743,0,297,100,4,19
http://dbpedia.org/resource/Activist,occupations,NULL,http://dbpedia.org/property/writer,NULL,http://www.wikidata.org/entity/Q386724,NULL,0.4687500000000001,0.0459459,17,47,0.021537162162162168,model,0.0754417618115743,0,297,100,4,20
http://dbpedia.org/resource/Actor,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://dbpedia.org/ontology/Work,NULL,0.9085474211872502,0.925853,8903,185799,0.841181124254377,model,0.5981851617495219,0,634,100,4,1
http://dbpedia.org/resource/Actor,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://www.wikidata.org/entity/Q386724,NULL,0.908297933765002,0.924917,8894,185082,0.8401000231807328,model,0.5981851617495219,0,634,100,4,2
http://dbpedia.org/resource/Actor,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://schema.org/CreativeWork,NULL,0.9045298984073944,0.921069,8857,176688,0.8331344956524847,model,0.5981851617495219,0,634,100,4,3
http://dbpedia.org/resource/Actor,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://dbpedia.org/class/yago/Abstraction100002137,NULL,0.8562244198914433,0.851186,8185,105673,0.7288058316151688,model,0.5981851617495219,0,634,100,4,4
http://dbpedia.org/resource/Actor,occupations,NULL,http://dbpedia.org/ontology/starring,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.7206200669042566,0.664413,6389,39348,0.4787896846351181,model,0.5981851617495219,0,634,100,4,5
http://dbpedia.org/resource/Actor,occupations,NULL,http://dbpedia.org/ontology/starring,NULL,http://schema.org/CreativeWork,NULL,0.7206139583697744,0.664413,6389,39347,0.4787856260424801,model,0.5981851617495219,0,634,100,4,6
http://dbpedia.org/resource/Actor,occupations,NULL,http://dbpedia.org/ontology/starring,NULL,http://www.wikidata.org/entity/Q386724,NULL,0.7206139583697744,0.664413,6389,39347,0.4787856260424801,model,0.5981851617495219,0,634,100,4,7
http://dbpedia.org/resource/Actor,occupations,NULL,http://dbpedia.org/ontology/starring,NULL,http://dbpedia.org/ontology/Work,NULL,0.7206139583697744,0.664413,6389,39347,0.4787856260424801,model,0.5981851617495219,0,634,100,4,8
http://dbpedia.org/resource/Actor,occupations,NULL,http://dbpedia.org/ontology/starring,NULL,http://dbpedia.org/ontology/Film,NULL,0.6997668738898757,0.5625,5409,30623,0.39361886656305506,model,0.5981851617495219,0,634,100,4,9
http://dbpedia.org/resource/Actor,occupations,NULL,http://dbpedia.org/property/starring,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.6659964737542142,0.56146,5399,26930,0.3739304244799296,model,0.5981851617495219,0,634,100,4,10
http://dbpedia.org/resource/Actor,occupations,NULL,http://dbpedia.org/property/starring,NULL,http://dbpedia.org/ontology/Work,NULL,0.6638770921808644,0.559692,5382,26642,0.37156681677593717,model,0.5981851617495219,0,634,100,4,11
http://dbpedia.org/resource/Actor,occupations,NULL,http://dbpedia.org/property/starring,NULL,http://schema.org/CreativeWork,NULL,0.6638665958842085,0.559692,5382,26641,0.37156094208078305,model,0.5981851617495219,0,634,100,4,12
http://dbpedia.org/resource/Actor,occupations,NULL,http://dbpedia.org/property/starring,NULL,http://www.wikidata.org/entity/Q386724,NULL,0.6638665958842085,0.559692,5382,26641,0.37156094208078305,model,0.5981851617495219,0,634,100,4,13
http://dbpedia.org/resource/Actor,occupations,NULL,http://dbpedia.org/property/starring,NULL,http://dbpedia.org/ontology/Film,NULL,0.6525697389409796,0.46433,4465,21238,0.3030078914695792,model,0.5981851617495219,0,634,100,4,14
http://dbpedia.org/resource/Actor,occupations,NULL,http://dbpedia.org/ontology/director,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.731401504597381,0.10025,964,6214,0.0733226965923331,model,0.5981851617495219,0,634,100,4,15
http://dbpedia.org/resource/Actor,occupations,NULL,http://dbpedia.org/ontology/director,NULL,http://www.wikidata.org/entity/Q386724,NULL,0.7316053511705687,0.100146,963,6213,0.07326705003923228,model,0.5981851617495219,0,634,100,4,16
http://dbpedia.org/resource/Actor,occupations,NULL,http://dbpedia.org/ontology/director,NULL,http://schema.org/CreativeWork,NULL,0.7316053511705687,0.100146,963,6213,0.07326705003923228,model,0.5981851617495219,0,634,100,4,17
http://dbpedia.org/resource/Actor,occupations,NULL,http://dbpedia.org/ontology/director,NULL,http://dbpedia.org/ontology/Work,NULL,0.7316053511705687,0.100146,963,6213,0.07326705003923228,model,0.5981851617495219,0,634,100,4,18
http://dbpedia.org/resource/Actor,occupations,NULL,http://dbpedia.org/property/director,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.7355113636363635,0.0968178,931,6109,0.0712105947946604,model,0.5981851617495219,0,634,100,4,19
http://dbpedia.org/resource/Actor,occupations,NULL,http://dbpedia.org/property/director,NULL,http://dbpedia.org/ontology/Work,NULL,0.7339068100358422,0.0965058,928,6047,0.07082628116818444,model,0.5981851617495219,0,634,100,4,20
http://dbpedia.org/resource/Actress,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.8987218657166112,0.963008,4790,89801,0.8654760226744205,model,0.33475623925526937,0,298,100,4,1
http://dbpedia.org/resource/Actress,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://schema.org/CreativeWork,NULL,0.8592783980806494,0.919783,4575,60447,0.7903495519137457,model,0.33475623925526937,0,298,100,4,2
http://dbpedia.org/resource/Actress,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://www.wikidata.org/entity/Q386724,NULL,0.8592783980806494,0.919783,4575,60447,0.7903495519137457,model,0.33475623925526937,0,298,100,4,3
http://dbpedia.org/resource/Actress,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://dbpedia.org/ontology/Work,NULL,0.8336386683691406,0.903699,4495,49544,0.7533586277280432,model,0.33475623925526937,0,298,100,4,4
http://dbpedia.org/resource/Actress,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://dbpedia.org/class/yago/Abstraction100002137,NULL,0.788402953477565,0.823884,4098,34636,0.6495527348916488,model,0.33475623925526937,0,298,100,4,5
http://dbpedia.org/resource/Actress,occupations,NULL,http://dbpedia.org/ontology/starring,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.6361172285278673,0.647768,3222,14487,0.41205663657354014,model,0.33475623925526937,0,298,100,4,6
http://dbpedia.org/resource/Actress,occupations,NULL,http://dbpedia.org/ontology/starring,NULL,http://dbpedia.org/ontology/Work,NULL,0.6360555743815656,0.647768,3222,14484,0.4120166989661046,model,0.33475623925526937,0,298,100,4,7
http://dbpedia.org/resource/Actress,occupations,NULL,http://dbpedia.org/ontology/starring,NULL,http://www.wikidata.org/entity/Q386724,NULL,0.6360555743815656,0.647768,3222,14484,0.4120166989661046,model,0.33475623925526937,0,298,100,4,8
http://dbpedia.org/resource/Actress,occupations,NULL,http://dbpedia.org/ontology/starring,NULL,http://schema.org/CreativeWork,NULL,0.6360555743815656,0.647768,3222,14484,0.4120166989661046,model,0.33475623925526937,0,298,100,4,9
http://dbpedia.org/resource/Actress,occupations,NULL,http://dbpedia.org/property/starring,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.5786870862247745,0.530961,2641,9896,0.3072602723601989,model,0.33475623925526937,0,298,100,4,10
http://dbpedia.org/resource/Actress,occupations,NULL,http://dbpedia.org/ontology/starring,NULL,http://dbpedia.org/ontology/Film,NULL,0.6058897243107768,0.50583,2516,10252,0.30647739171007526,model,0.33475623925526937,0,298,100,4,11
http://dbpedia.org/resource/Actress,occupations,NULL,http://dbpedia.org/property/starring,NULL,http://www.wikidata.org/entity/Q386724,NULL,0.5778063272844066,0.528548,2629,9825,0.3053986398131695,model,0.33475623925526937,0,298,100,4,12
http://dbpedia.org/resource/Actress,occupations,NULL,http://dbpedia.org/property/starring,NULL,http://schema.org/CreativeWork,NULL,0.5778063272844066,0.528548,2629,9825,0.3053986398131695,model,0.33475623925526937,0,298,100,4,13
http://dbpedia.org/resource/Actress,occupations,NULL,http://dbpedia.org/property/starring,NULL,http://dbpedia.org/ontology/Work,NULL,0.5778063272844066,0.528548,2629,9825,0.3053986398131695,model,0.33475623925526937,0,298,100,4,14
http://dbpedia.org/resource/Actress,occupations,NULL,http://dbpedia.org/property/starring,NULL,http://dbpedia.org/ontology/Film,NULL,0.561340709404491,0.406514,2022,7197,0.228192785367085,model,0.33475623925526937,0,298,100,4,15
http://dbpedia.org/resource/Actress,occupations,NULL,http://dbpedia.org/ontology/writer,NULL,http://schema.org/CreativeWork,NULL,0.3948717948717948,0.0237234,118,272,0.00936768632787933,model,0.33475623925526937,0,298,100,4,16
http://dbpedia.org/resource/Actress,occupations,NULL,http://dbpedia.org/ontology/writer,NULL,http://www.wikidata.org/entity/Q386724,NULL,0.3948717948717948,0.0237234,118,272,0.00936768632787933,model,0.33475623925526937,0,298,100,4,17
http://dbpedia.org/resource/Actress,occupations,NULL,http://dbpedia.org/ontology/writer,NULL,http://dbpedia.org/ontology/Work,NULL,0.3948717948717948,0.0237234,118,272,0.00936768632787933,model,0.33475623925526937,0,298,100,4,18
http://dbpedia.org/resource/Actress,occupations,NULL,http://dbpedia.org/ontology/writer,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.3948717948717948,0.0237234,118,272,0.00936768632787933,model,0.33475623925526937,0,298,100,4,19
http://dbpedia.org/resource/Actress,occupations,NULL,http://dbpedia.org/ontology/relative,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.19569120287253142,0.0450342,224,333,0.008812792409217337,model,0.33475623925526937,0,298,100,4,20
http://dbpedia.org/resource/Animator,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.9495636550308006,0.951574,393,15191,0.9035799429227717,model,0.145855712890625,0,338,100,4,1
http://dbpedia.org/resource/Animator,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://dbpedia.org/class/yago/Abstraction100002137,NULL,0.9204317003491695,0.910412,376,9075,0.8379717175091712,model,0.145855712890625,0,338,100,4,2
http://dbpedia.org/resource/Animator,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://dbpedia.org/ontology/Work,NULL,0.9157652474108168,0.886199,366,8324,0.8115498318459055,model,0.145855712890625,0,338,100,4,3
http://dbpedia.org/resource/Animator,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://schema.org/CreativeWork,NULL,0.9152287203242613,0.886199,366,8269,0.8110743623212582,model,0.145855712890625,0,338,100,4,4
http://dbpedia.org/resource/Animator,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://www.wikidata.org/entity/Q386724,NULL,0.9152287203242613,0.886199,366,8269,0.8110743623212582,model,0.145855712890625,0,338,100,4,5
http://dbpedia.org/resource/Animator,occupations,NULL,http://dbpedia.org/ontology/director,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.7869925796595375,0.590799,244,2047,0.4649544538424386,model,0.145855712890625,0,338,100,4,6
http://dbpedia.org/resource/Animator,occupations,NULL,http://dbpedia.org/ontology/director,NULL,http://dbpedia.org/ontology/Work,NULL,0.7900900900900902,0.564165,233,1987,0.44574089828327124,model,0.145855712890625,0,338,100,4,7
http://dbpedia.org/resource/Animator,occupations,NULL,http://dbpedia.org/ontology/director,NULL,http://schema.org/CreativeWork,NULL,0.7900900900900902,0.564165,233,1987,0.44574089828327124,model,0.145855712890625,0,338,100,4,8
http://dbpedia.org/resource/Animator,occupations,NULL,http://dbpedia.org/ontology/director,NULL,http://www.wikidata.org/entity/Q386724,NULL,0.7900900900900902,0.564165,233,1987,0.44574089828327124,model,0.145855712890625,0,338,100,4,9
http://dbpedia.org/resource/Animator,occupations,NULL,http://dbpedia.org/property/director,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.7883548983364139,0.554479,229,1935,0.43712656590566296,model,0.145855712890625,0,338,100,4,10
http://dbpedia.org/resource/Animator,occupations,NULL,http://dbpedia.org/property/director,NULL,http://www.wikidata.org/entity/Q386724,NULL,0.7857484457197514,0.542373,224,1867,0.42616864852596686,model,0.145855712890625,0,338,100,4,11
http://dbpedia.org/resource/Animator,occupations,NULL,http://dbpedia.org/property/director,NULL,http://schema.org/CreativeWork,NULL,0.7857484457197514,0.542373,224,1867,0.42616864852596686,model,0.145855712890625,0,338,100,4,12
http://dbpedia.org/resource/Animator,occupations,NULL,http://dbpedia.org/property/director,NULL,http://dbpedia.org/ontology/Work,NULL,0.7857484457197514,0.542373,224,1867,0.42616864852596686,model,0.145855712890625,0,338,100,4,13
http://dbpedia.org/resource/Animator,occupations,NULL,http://dbpedia.org/ontology/director,NULL,http://dbpedia.org/ontology/Film,NULL,0.7751351351351352,0.503632,208,1642,0.3903828283489301,model,0.145855712890625,0,338,100,4,14
http://dbpedia.org/resource/Animator,occupations,NULL,http://dbpedia.org/property/director,NULL,http://dbpedia.org/ontology/Film,NULL,0.76862507571169,0.46247,191,1460,0.35546583404584214,model,0.145855712890625,0,338,100,4,15
http://dbpedia.org/resource/Animator,occupations,NULL,http://dbpedia.org/ontology/writer,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.5602836879432624,0.375303,155,550,0.21027596036611543,model,0.145855712890625,0,338,100,4,16
http://dbpedia.org/resource/Animator,occupations,NULL,http://dbpedia.org/ontology/writer,NULL,http://www.wikidata.org/entity/Q386724,NULL,0.5549132947976879,0.372881,154,538,0.2069168217889684,model,0.145855712890625,0,338,100,4,17
http://dbpedia.org/resource/Animator,occupations,NULL,http://dbpedia.org/ontology/writer,NULL,http://dbpedia.org/ontology/Work,NULL,0.5549132947976879,0.372881,154,538,0.2069168217889684,model,0.145855712890625,0,338,100,4,18
http://dbpedia.org/resource/Animator,occupations,NULL,http://dbpedia.org/ontology/writer,NULL,http://schema.org/CreativeWork,NULL,0.5549132947976879,0.372881,154,538,0.2069168217889684,model,0.145855712890625,0,338,100,4,19
http://dbpedia.org/resource/Animator,occupations,NULL,http://dbpedia.org/ontology/writer,NULL,http://dbpedia.org/ontology/Film,NULL,0.5413416536661468,0.355932,147,494,0.19268092757608615,model,0.145855712890625,0,338,100,4,20
http://dbpedia.org/resource/Architect,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.851271571298819,0.789157,655,8153,0.6717866014466585,model,0.0303987185160319,0,310,100,4,1
http://dbpedia.org/resource/Architect,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,NULL,0.7435897435897435,0.759036,630,4284,0.5644114921223354,model,0.0303987185160319,0,310,100,4,2
http://dbpedia.org/resource/Architect,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://dbpedia.org/class/yago/PhysicalEntity100001930,NULL,0.7982046678635548,0.677108,562,5008,0.5404711124570094,model,0.0303987185160319,0,310,100,4,3
http://dbpedia.org/resource/Architect,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://dbpedia.org/class/yago/Object100002684,NULL,0.7978742568906505,0.675904,561,4990,0.5392860941152469,model,0.0303987185160319,0,310,100,4,4
http://dbpedia.org/resource/Architect,occupations,NULL,http://dbpedia.org/ontology/wikiPageWikiLink,NULL,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,NULL,0.8014705882352944,0.650602,540,4900,0.521438695960312,model,0.0303987185160319,0,310,100,4,5
http://dbpedia.org/resource/Architect,occupations,NULL,http://dbpedia.org/ontology/architect,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.5912663755458514,0.281928,234,911,0.16669437575630025,model,0.0303987185160319,0,310,100,4,6
http://dbpedia.org/resource/Architect,occupations,NULL,http://dbpedia.org/ontology/architect,NULL,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,NULL,0.5902527075812273,0.273494,227,881,0.16143055978426338,model,0.0303987185160319,0,310,100,4,7
http://dbpedia.org/resource/Architect,occupations,NULL,http://dbpedia.org/property/architect,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.574040219378428,0.280723,233,861,0.16114623025924543,model,0.0303987185160319,0,310,100,4,8
http://dbpedia.org/resource/Architect,occupations,NULL,http://dbpedia.org/property/architect,NULL,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,NULL,0.5691439322671683,0.275904,229,834,0.1570288680592549,model,0.0303987185160319,0,310,100,4,9
http://dbpedia.org/resource/Architect,occupations,NULL,http://dbpedia.org/ontology/architect,NULL,http://dbpedia.org/ontology/Building,NULL,0.5704824976348154,0.273494,227,830,0.15602352646157,model,0.0303987185160319,0,310,100,4,10
http://dbpedia.org/resource/Architect,occupations,NULL,http://dbpedia.org/ontology/architect,NULL,http://dbpedia.org/ontology/ArchitecturalStructure,NULL,0.5631067961165047,0.271084,225,805,0.152649432682185,model,0.0303987185160319,0,310,100,4,11
http://dbpedia.org/resource/Architect,occupations,NULL,http://dbpedia.org/ontology/architect,NULL,http://www.wikidata.org/entity/Q41176,NULL,0.5618305744888025,0.271084,225,802,0.15230346898792838,model,0.0303987185160319,0,310,100,4,12
http://dbpedia.org/resource/Architect,occupations,NULL,http://dbpedia.org/property/architect,NULL,http://dbpedia.org/ontology/Building,NULL,0.5408388520971301,0.250602,208,698,0.13553551956169044,model,0.0303987185160319,0,310,100,4,13
http://dbpedia.org/resource/Architect,occupations,NULL,http://dbpedia.org/property/architect,NULL,http://dbpedia.org/ontology/ArchitecturalStructure,NULL,0.5184331797235024,0.251807,209,659,0.13054522236411087,model,0.0303987185160319,0,310,100,4,14
http://dbpedia.org/resource/Architect,occupations,NULL,http://dbpedia.org/property/architect,NULL,http://www.wikidata.org/entity/Q41176,NULL,0.5161676646706587,0.243373,202,633,0.12562152802828078,model,0.0303987185160319,0,310,100,4,15
http://dbpedia.org/resource/Architect,occupations,NULL,http://dbpedia.org/property/designer,NULL,http://www.w3.org/2002/07/owl#Thing,NULL,0.3103448275862069,0.0120482,10,19,0.003739094308267553,model,0.0303987185160319,0,310,100,4,16
